id,name,team,position
cdfeeb74-ecaa-4c57-88b1-941302734293,Luis Garcia Jr.,WSN,IF
41c727bf-a6e9-4f8c-b775-8ea9eb1fda51,Ha-Seong Kim,ATL,IF
9e9ce40b-460f-49a9-8ff7-946caa9d7dd7,Yainer Diaz,HOU,IF
3b4dde20-8df5-4aef-8c1e-f3b5aeb108cd,Taj Bradley,MIN,P
bb96a689-4721-4b28-bfd3-8fee8d08ce79,Miles Mikolas,FA,P
87cccae6-79c4-4e95-8768-0dc57e1be861,Ryan Weiss,HOU,P
12be0287-78f1-4ccd-ba96-356591e11958,Caleb Durbin,MIL,IF
20eeff29-7347-49f6-aaa4-225360ea5712,Patrick Sandoval,BOS,P
252c756e-eccf-488a-8b94-9f901a693576,JP Sears,SDP,P
3b513983-a529-4446-9149-2e361b57fb4d,Isaac Collins,KCR,OF
f9cd5f87-92c0-46c2-8d12-dbe47baf608d,Cam Smith,HOU,OF
2ba976ef-1d5f-4a9b-bab9-bccd362adda3,Troy Melton,DET,P
eaca06b6-1b53-4f40-9577-14ab570d41a8,Jesus Sanchez,HOU,OF
3568aee7-141a-4960-b3bf-05e04976608c,Tyler Wells,BAL,P
cd9ff568-e731-4a51-8dcc-5ad368e92218,Carlos Correa,HOU,IF
9f79f331-d0a3-403e-be89-c79c30c1c74f,Rhys Hoskins,FA,IF
14fe03f1-44ca-4702-83f4-097cf54e2f32,Tomoyuki Sugano,FA,P
cc0507fa-21f8-4113-b689-079471117bb5,Jon Gray,FA,P
2793afb2-40a3-4a93-95c6-2dd585caa5e6,Brett Baty,NYM,IF
0eac3c15-4475-4093-a5a2-edbcf28df496,Tyler Freeman,COL,OF
4aa240a4-50e3-41d3-9f17-3b428c520219,Colin Rea,CHC,P
47bfbf58-4b89-4ef4-8dc0-6d65e826a0d0,Josh Jung,TEX,IF
16f2d575-436a-4b1a-8fb9-a59bfe43b4f0,Brady House,WSN,IF
9fdc7896-199c-42eb-a142-5ff24611d1b0,Braxton Garrett,MIA,P
c18cc044-4cd8-4f00-aa66-42a25785a25f,Dylan Beavers,BAL,OF
2d8c4dff-cfbf-4631-8b7a-094bb70b87e7,Colt Keith,DET,IF
6fb4ad7e-3420-45a9-bd59-d148ff66b640,Marcus Stroman,FA,P
91254cc7-45fc-4776-952a-21e14702de31,Connor Norby,MIA,IF
1df2c0fa-0881-4587-8be5-6c58b897479d,Kyle Leahy,STL,P
5faad0db-a621-4b6a-83b8-861a64f1aaee,Kutter Crawford,BOS,P
38ff76e2-9659-454e-9d8e-fe35f540d195,German Marquez,FA,P
df1dec30-9052-4f0e-833b-db5665466760,Nolan Gorman,STL,IF
441a598a-6532-4d97-8dea-b5c6e54af128,Jake Meyers,HOU,OF
1dd6665b-8435-42cc-a6d2-b26d24a6fc4b,Mike Yastrzemski,ATL,OF
88465e02-777b-4d66-958d-cd46ce8de36f,Andrew Painter,PHI,P
16f349da-2bbc-4f09-84d0-121d43ea8d25,Randy Vasquez,SDP,P
81c335ba-4bd3-435b-ba6e-b27ec04e4c25,Brooks Lee,MIN,IF
f64c0153-034a-4364-b908-cf2f08a477d9,Will Smith,LAD,IF
cd23ee13-ad71-4485-ac8c-99c23234a96e,Evan Carter,TEX,OF
f1bd6cda-daa4-4e18-9505-05824ac8be27,J.T. Realmuto,FA,IF
d3c2bf65-e635-4429-98dc-9ec04b59e571,Mick Abel,MIN,P
ab00a672-2f68-4d40-909f-4620ff27e490,Chase Dollander,COL,P
8cea7395-abaa-4bea-b761-9d407a9ba671,Gabriel Moreno,ARI,IF
22ee6a97-958f-4eab-8051-1415e478c039,Kazuma Okamoto,FA,IF
d6aa0bb5-13cc-4d66-8379-3d79df458e0d,Austin Gomber,FA,P
0b1e2c86-e309-497c-8c03-cbee66947148,Hunter Barco,PIT,P
4066db85-d3c3-4bf0-bec1-476bfc6e375b,Tanner Gordon,COL,P
c6731a73-9e45-4c73-937e-976deaaa82b7,Martin Perez,FA,P
a9129df8-9249-4e8b-b502-916cf4311578,Jose Berrios,TOR,P
b6704562-1890-496c-a593-7a39c0cb423c,Logan Allen,CLE,P
f3566941-0ce9-4e6e-be87-7a9ca8a0bb64,Logan Allen,CLE,P
5ac16359-3c46-40fe-9b76-c5f9c188be8c,Andres Gimenez,TOR,IF
2e6ce7d4-977f-43a6-8764-45be61679374,Miguel Andujar,FA,OF
75b1d201-f249-4626-a6eb-4b111558d1ec,Wilyer Abreu,BOS,OF
73852957-1df8-436e-aad2-2db25570ad7e,Andrew Heaney,FA,P
ee4fd52b-d855-4200-bd06-4637443793d0,Kyle Teel,CHW,IF
1ed28261-2698-4cf5-9598-6da6b0e40195,Max Muncy,LAD,IF
42468fcc-5df6-42c8-a816-8d5eef1fb010,Max Muncy,LAD,IF
a80d10fc-c740-4062-aa37-2b572bcc5d50,Xander Bogaerts,SDP,IF
579f26de-de0c-40db-8cc7-4672d654ae25,Joe Boyle,TBR,P
718806bc-e2be-4f1f-8c51-8422e5d6ac46,Luis Morales,ATH,P
e5e82470-bd99-40ca-a381-d9e9a77f2c2e,Heriberto Hernandez,MIA,OF
e90b3720-0af4-40d9-926d-f0c08b09f478,Brice Turang,MIL,IF
1fea9c18-3e32-4b1b-843a-37cc1e5f30aa,Walker Buehler,FA,P
6d2ede1c-9211-4d68-b973-4493a2fe28d9,Logan O'Hoppe,LAA,IF
f79207ff-96f4-405e-ae9c-4ca17dcf7285,Tommy Pham,FA,OF
2b46c2dc-7a33-4c0b-9230-aa0d62bd9a35,Anthony Volpe,NYY,IF
9f3e322a-eb63-4f5f-a129-49db7dc44bda,Nick Gonzales,PIT,IF
4f7d5128-d1ce-4b73-81a9-eeaf03560dce,Josiah Gray,WSN,P
fd071720-ffb6-4990-930a-38204d188d95,Taylor Walls,TBR,IF
17b07ad7-ff0e-40c6-bdcc-35d61fe8b433,Cody Bradford,TEX,P
ee66539c-66aa-47a0-bfd1-ad5cea7675b8,Drew Anderson,DET,P
4474171f-f0b4-4653-9042-6f1c0279c9b7,Chris Paddack,FA,P
6a4e05cc-c952-4bc8-b402-86202f87acfe,Blaze Alexander,ARI,IF
98e869d0-31ec-45f1-b37a-af654f4f9703,Davis Schneider,TOR,OF
dd2ff12b-31df-425c-8696-58d4809fe8ff,Luis Medina,ATH,P
5b509efa-43d1-4bb3-8229-1679fee69a97,Jesse Winker,FA,OF
ce239061-914e-487a-b14b-75fdfd558152,Jared Jones,PIT,P
4e7b216b-1595-42fa-add3-2300d62b738e,Samuel Basallo,BAL,IF
87d55547-a0a4-41fd-9041-8dec94521384,Carson Benge,NYM,OF
41c9ca97-409a-4b22-8005-1e1af1da9417,Nolan Arenado,STL,IF
7c5e7723-e81a-4b05-9802-2609c7cfec13,Francisco Alvarez,NYM,IF
efb9397b-6806-4453-9eae-51477cf07bd7,Ian Seymour,TBR,P
9d11b3e1-ac66-4634-95e4-2ad887016677,Spencer Arrighetti,HOU,P
770bfb8a-5c01-48de-99e0-efe72c7c988b,Alec Burleson,STL,IF
8b9ee99a-a9b7-4435-b04e-a56908a05b31,Chandler Simpson,TBR,OF
90d929ae-0d67-4f28-833b-fcb114b174e1,Lane Thomas,KCR,OF
30f9f189-80ef-43aa-aef7-7a4003684ba4,Paul Goldschmidt,FA,IF
b79234b6-5c3b-4a22-be31-cdb5dd30be08,Christian Moore,LAA,IF
de6bcce8-dfe6-4160-bcfd-3238f3beeca2,Jose Urquidy,FA,P
33071c25-8788-440f-ac2c-3dba81e3e668,Kyle Karros,COL,IF
44ba2f79-5c46-49f6-99a4-57257d127131,Kyle Isbel,KCR,OF
5a9b4f28-39b4-40ff-b54d-56a288567e15,Sal Stewart,CIN,IF
041f94ce-73c1-479a-8acb-5381547949be,Ryan Feltner,COL,P
3b167f0f-0bc8-48e8-a973-79dd773befff,Jared Triolo,PIT,IF
30877691-3cda-49ad-909e-e50889c51096,Max Meyer,MIA,P
34f538b0-a512-4834-8925-8f9bc89f393f,McCade Brown,COL,P
956340cb-d57a-4ae2-a87b-13129a92276e,Alek Manoah,LAA,P
bf96821d-d75d-4a95-a1ea-26a32f92d71d,Gabriel Arias,CLE,IF
6853c3ae-ba9d-4d56-8c4a-6a923cdb5806,Logan Henderson,MIL,P
f44a2d7c-9b76-468c-b0be-0a763436d0c5,Tyrone Taylor,NYM,OF
c6594a25-3646-4415-87e8-597bf47244c1,Drake Baldwin,ATL,IF
c80a7edd-8733-408e-91d0-c7b9df0a51ad,Mason Miller,SDP,P
867b9ebd-b0e7-47c7-8e6f-0d34f10d99e7,Mike Tauchman,FA,OF
833f9f76-6cb7-4a52-84dc-e56cc391758f,Sean Newcomb,CHW,P
fcc47adc-b883-4e92-8111-6decc0be95d0,J.T. Ginn,ATH,P
544bacb0-e10f-4aca-b4b6-482ec5410d16,Andrew McCutchen,FA,OF
5c8909ae-85dc-4ad1-8d69-4e068d616d67,Pavin Smith,ARI,IF
f4ecef95-987f-4880-8168-6c1206fcdb39,Wilmer Flores,FA,P
7213a5ff-ae1a-42e8-ba83-73ff71e8b737,Victor Robles,SEA,OF
0350c8ad-651b-494d-9c07-c93c527bd089,Adael Amador,COL,IF
6e3a2303-7927-4ed8-9a47-c8170428d93e,Griffin Conine,MIA,OF
6fe363d8-0348-470f-9628-a7f4fe277f9b,Andrew Alvarez,WSN,P
7e9cb621-2570-4f27-bedd-c706b82e0ba6,Jeremiah Estrada,SDP,P
c950074a-46e1-4c66-bfad-2a7f16bdf62d,Jake Bauers,MIL,IF
6f84ac39-b495-4038-ba03-8284abf534f4,Michael Conforto,FA,OF
8f87c7c2-3448-483f-843e-a9fdcb4bfe89,Marcelo Mayer,BOS,IF
3415df2f-eb15-4a21-84bf-e6962689d9f0,Richard Fitts,STL,P
baaa43ed-aae3-4205-b876-8f67c8964ec5,Aroldis Chapman,BOS,P
0c36b40a-9b6d-4d1f-b311-be7f1b6465ff,Justin Steele,CHC,P
76cc8fc0-9b29-4f6f-8e42-5771dc993d26,Charlie Morton,FA,P
8a088e07-6390-48bb-8dbe-b0b93e305187,Joc Pederson,TEX,IF
135e9d4d-03ce-4864-af87-ace9afcbea0a,Grant Holmes,ATL,P
bd8fadfb-781d-41ff-a69d-e56937b16429,Bryan Abreu,HOU,P
19e3edf9-3167-462a-a5ed-dcc8fb0a5889,Carlos Narvaez,BOS,IF
77af9f3a-3de8-4c5f-a0e1-dce574668f97,Jordan Walker,STL,OF
b5d1e337-ee5f-47b9-9a27-b62a35d1ecb2,Denzel Clarke,ATH,OF
1ed28261-2698-4cf5-9598-6da6b0e40195,Max Muncy,ATH,IF
188c02d1-7be8-4ef0-90b5-f8ac2d61e2b9,Taijuan Walker,PHI,P
42468fcc-5df6-42c8-a816-8d5eef1fb010,Max Muncy,ATH,IF
c51e7388-aed1-4adc-b46f-3512aee13369,Luis Rengifo,FA,IF
480a1339-af1a-411e-8f7e-0da524d50cdb,Edwin Diaz,LAD,P
8612c1f8-c8ca-469b-900d-7cc4e3ffde05,Konnor Griffin,PIT,IF
78648929-1107-4ce2-afe6-08605087f06e,Keider Montero,DET,P
466103b3-da06-4565-a033-02e4e19e8a8b,Tyler Stephenson,CIN,IF
0c7f43c9-5650-4f2b-bb72-b5a3473c55d0,Jonathan Cannon,CHW,P
41fe4c64-c45d-4a00-aae2-5d0957e7d3b5,Hunter Dobbins,STL,P
1ff2fa2f-61f6-4852-8841-075c06fdb59e,Adrian Morejon,SDP,P
c5840603-42ff-47a0-8788-0894f9453c51,Bryce Teodosio,LAA,OF
79f14718-3446-4183-891c-0a06d19a12c0,Josh Hader,HOU,P
319bc807-7268-4400-a99b-e6cdf9a643c1,Bryce Eldridge,SFG,IF
99953499-3bd9-4d3f-a2fa-9ad91cfff6ad,Grant Taylor,CHW,P
a1d3e536-8bba-4f17-bd23-098d2c32dda7,Jake Irvin,WSN,P
09416c6b-f3cc-4b22-9e62-4ae0af3571ff,Kyle Wright,FA,P
2b82535e-1f2e-4c77-9ef4-1dfb949a7753,Edgar Quero,CHW,IF
fadb2f0d-1068-4971-923d-0697b8b199d6,Jordan Montgomery,FA,P
bb607453-abad-4e03-9fde-f61bd26363ea,Matt Brash,SEA,P
1cab2ff2-b51f-48bb-acff-7c57fba631d7,Zac Veen,COL,OF
b105441d-d65f-485c-a45d-ed08752f3797,Caden Dana,LAA,P
7d8c7ac2-e2de-49d2-b564-b2991a7c758f,Yoendrys Gomez,TBR,P
8be4805f-6385-4078-8744-5843c8b74548,Garrett Whitlock,BOS,P
1cded655-6570-47d7-b26e-0b0572c58071,Brooks Baldwin,CHW,OF
a133e404-bbcf-4e52-a06e-c80c753ecd95,Cole Young,SEA,IF
be1f467f-fca6-4595-8d81-0c090959a652,Griffin Jax,TBR,P
c6ae52d6-3f6c-46f1-9603-f91dcb5e2452,Freddy Fermin,SDP,IF
c0c467a0-b1b0-4dea-a78b-ddb0fd8a863a,Andres Munoz,SEA,P
7bc783ad-fcb0-499b-8dc8-f9e0ca315516,Ryan McMahon,NYY,IF
7d4d5b62-db33-4e5c-a0c9-b3d184d4ce35,Patrick Bailey,SFG,IF
48cc0ef2-41d5-4c5f-a47d-8c8efca256a0,Abner Uribe,MIL,P
ced7ee3e-777d-44fd-a117-4c6ae0ae7cf9,Kyle Harrison,BOS,P
bcbefa9e-9bfa-437e-b557-47115660a4d0,Romy Gonzalez,BOS,IF
f64036e9-e3f0-42b8-80da-b1377303cd6d,Cade Povich,BAL,P
a147beb9-9951-44a0-b96c-691e39634b77,Rhett Lowder,CIN,P
0419aef6-df72-4b61-8e68-f388c3bad3de,Trevor McDonald,SFG,P
9d854ea6-8200-4ee2-8ed2-343f281ab230,Cade Smith,CLE,P
e064fc7f-aea4-4982-90d1-41f1da440257,Clayton Beeter,WSN,P
e716ecc5-c458-4f8b-b3b3-363d725c844e,Raisel Iglesias,ATL,P
1e96ed06-f2ae-4384-a0c6-0e70cac1d3b6,Jhoan Duran,PHI,P
2bfff748-8bb1-4727-8faf-7b6605886141,Dylan Lee,ATL,P
77d4d72a-ae65-4bf7-b22a-51477e9f218f,Jake Mangum,PIT,OF
278f5a5c-1773-458f-b936-c8ec1c36a51f,Tony Santillan,CIN,P
f468f476-d99d-4bdb-839f-c78f6db08cf0,Jose A. Ferrer,SEA,P
9dc11fa7-6def-4a35-9c84-6ece3a7d27fc,Hayden Birdsong,SFG,P
23614af5-50f9-499f-abf7-c1d055cb159d,George Valera,CLE,OF
df804c1b-cb4b-4b18-9247-c084d1e9b743,Ty France,FA,IF
2969b168-fed8-41d0-b8c0-25124f067646,Zach Cole,HOU,OF
6b232550-ecf8-4cbf-b2ae-1c75088e53dc,Nathaniel Lowe,FA,IF
bedd0b5b-c98d-4e99-931c-9a2a3e45791a,Ryan Helsley,BAL,P
1a26dbab-0d16-48b0-bc1d-7349ed4a32d9,Jeff Hoffman,TOR,P
4aea2541-b026-4e9e-87e7-43bab9adbef8,Fernando Cruz,NYY,P
d58f3e59-46dc-44c2-adb4-0eebfe941c72,Jimmy Herget,COL,P
e6c412d1-3914-4ede-88a0-8f096c301401,Kai-Wei Teng,SFG,P
6fd93d4e-77ca-4a3a-b568-17da8927e4d2,Mitchell Parker,WSN,P
b04caa7f-38b8-41c4-8a3e-b0f1ac3cd2c4,Louis Varland,TOR,P
b4a00bd8-f4a6-4959-a8eb-4d8addcb06a9,Payton Tolle,BOS,P
f6e3cbfa-0d10-4b72-891e-77a90da55232,Nasim Nunez,WSN,IF
50f1fe2a-9fc5-4dc9-8ef7-f1a6044c897f,Matt Strahm,KCR,P
0316e851-9349-41d8-9369-9827d10780c9,Luke Weaver,NYM,P
8efb4ae1-e96a-4486-9582-22166967efb2,Vaughn Grissom,LAA,IF
a436f8d2-41cf-450f-8e2a-924f6ba1c69b,Devin Williams,NYM,P
b1c877bf-3ce4-4697-8cae-be3db7920176,Cal Quantrill,FA,P
11114e83-683f-4bdc-aa73-46c4167f0a03,Pierce Johnson,FA,P
17b70a8e-9d22-4546-ae8e-45d983a0a9ac,Orion Kerkering,PHI,P
2b29106d-64e9-434b-82a1-9c0b7c505a95,Tyler Alexander,TEX,P
1e613413-d30f-4717-975b-d6a0f1deb35b,Alex Vesia,LAD,P
a4506bae-c3e8-46fd-ba49-2fa06338385d,Jordan Leasure,CHW,P
d302542b-c372-4a50-8184-c5785f237d11,Graham Pauley,MIA,IF
44e24451-3e75-4433-92c6-929345ec30ba,Connelly Early,BOS,P
2a4cd539-3a2b-4c71-b5c6-c234bb70a512,Robert Suarez,ATL,P
15c17983-c5d6-49a8-9bbb-fa22595c1221,Dillon Dingler,DET,IF
db4efdcb-8dac-4426-8f4d-9675bc502d3f,Trevor Megill,MIL,P
ebc21b87-8e53-4c63-a26d-9bb18c61c621,Carson Kelly,CHC,IF
444a05a0-fb11-41af-bca8-d9d520a5abd8,Johan Oviedo,BOS,P
27299d9a-f6e8-493e-9910-9837ad034e59,Trevor Larnach,MIN,OF
03b5a682-700b-4e70-a8a4-37cb1007ec9b,Aaron Ashby,MIL,P
f586c81a-0fbc-46b8-ae12-dba9e961149c,A.J. Minter,NYM,P
2162e553-857c-4309-b309-e8381bb744dd,Carlos Santana,FA,IF
37716598-ba62-49fb-81a2-bbb56caeb092,Ryan Yarbrough,NYY,P
57cfb0d6-e0e1-4730-b0bd-5b3a637ca01e,Carmen Mlodzinski,PIT,P
6ceb4173-69cc-46b9-8059-6bfecec958d4,Shawn Armstrong,CLE,P
6d469390-b3d4-4095-823e-be296f369422,Drew Gilbert,SFG,OF
62abaef2-9360-48dc-aa30-bdd9bd24cd3c,Robert Garcia,TEX,P
1ac1efc8-f4b8-4252-8ded-af5bc741fa89,Gabe Speier,SEA,P
87508d8f-2063-4737-8659-419ba4dcdd8d,Yimi Garcia,TOR,P
f19fc409-3ae1-4824-85b7-ed958208a912,Bo Naylor,CLE,IF
4cfe7026-5925-446a-949b-6ce069f9b360,Jhostynxon Garcia,PIT,OF
4a00fa31-a255-449e-9470-4ff78cbbac91,Daniel Palencia,CHC,P
1ffaab39-4145-4d46-87a9-a611203091d4,David Bednar,NYY,P
7cf591b7-cbee-41c2-8131-8be99a9dd3ec,Camilo Doval,NYY,P
a4aa0b28-e067-4879-87f1-d68ee78d6ca8,Justin Topa,MIN,P
cb90df2b-e692-4518-8d2b-cfc078161946,Angel Zerpa,MIL,P
9731719e-e8c5-424c-a511-28a625cdb115,Carter Jensen,KCR,IF
b3d177ca-f125-425c-a0da-924ebb14e013,Sean Murphy,ATL,IF
cd385d84-300f-4a25-804b-7ce1f756e479,Keegan Akin,BAL,P
203cfcf7-8072-4ac1-8535-20aeb7d2b406,Garrett Cleavinger,TBR,P
86c2eb16-3164-4f6a-b303-ef092c9755dc,Eduard Bazardo,SEA,P
c01389c3-998d-45c4-9f25-6106a054c292,Janson Junk,MIA,P
e257e9ec-682a-4232-838f-47afe45ffae9,Steven Okert,HOU,P
2b326a0a-7499-45c9-9520-b8e04978dfcc,Casey Schmitt,SFG,IF
e3f6b166-73a8-424b-a942-4f7a24dfc8ad,Mike Vasil,CHW,P
b4d7a093-f9fa-4c48-9d2a-fa5e79a5e63d,Jared Koenig,MIL,P
e4dd5e92-0324-49f3-8b36-6e7052bf6bae,Bailey Falter,KCR,P
0a3a00d4-ea71-47cb-bcdb-b26dff880982,Juan Mejia,COL,P
2dfd5525-3e53-4ee9-be3c-3e0735372bec,Tommy Kahnle,FA,P
52e88ddf-088b-4119-ab41-d238f713f49d,Erik Miller,SFG,P
628c0575-3b9f-4a27-aa20-7ae22213193b,Seranthony Dominguez,FA,P
9d157ffe-7161-4d20-a4a6-bb532b547b00,Danny Jansen,TEX,IF
44b5bb26-0e85-433f-9d34-b681ad529fae,Alexis Diaz,TEX,P
5bac375b-1989-4ed4-a426-1f2442c0041c,Wandy Peralta,SDP,P
5c62ca1e-155c-44dd-a351-af15fac6cfbf,Tyler Holton,DET,P
352a57e1-4478-4117-9f96-00cb0ca33024,Jose Caballero,NYY,IF
c743ccb1-7b28-4e9c-9641-4d25f9bbd46e,Phil Maton,CHC,P
3d6eecba-e06f-4ae4-979b-57d824592253,Erik Sabrowski,CLE,P
0236632f-7422-4f4f-b1cc-a22e81d61a5b,Spencer Bivens,SFG,P
c9046d5c-b8a5-4018-b9d9-6f1a7515314a,Christopher Morel,MIA,OF
fafee3b3-d6b8-45cc-a85b-d0304b7098d3,Bryan King,HOU,P
405eae96-a5dd-4646-bc3a-2e5a479cdaaa,Jose Alvarado,PHI,P
df0c4c51-f4eb-4374-b8c2-093fcef6ddcd,Robby Snelling,MIA,P
65d67dff-9e69-4539-8f6b-98f41b413432,Tanner Banks,PHI,P
c28d7c28-a3af-4dde-8efe-5e989a9fde14,Ryan Ritter,COL,IF
d4b1a892-5b19-47d9-9159-2929839b0712,Colby Thomas,ATH,OF
fccfc230-9c66-491d-913e-86aa8d6baefc,Kirby Yates,FA,P
d6a096ec-5545-4d0a-9863-70d4b3b0bdd1,Chase Silseth,LAA,P
9cc7bb8a-a853-41da-8041-aac9739fba8a,Lucas Erceg,KCR,P
af274225-8f36-400d-b349-c0bf549096e7,Jose Butto,SFG,P
e4a076b7-7df0-4445-aa3b-5b0014814ee4,Emilio Pagan,CIN,P
58dca4b6-d1bd-47cc-b198-8fb8d07865f8,Owen Caissie,CHC,OF
42f738ee-66a9-457f-b0b2-c47d631321b0,Greg Weissert,BOS,P
5c1ac6a7-7cad-4e67-bd03-6dcd2efbcfb9,Nate Pearson,HOU,P
d61fcd2d-6261-4c35-bda8-4f400cae2776,Tyler Kinley,FA,P
5f1ac0c4-ecea-4d43-a652-14f841166206,JoJo Romero,STL,P
d03794c0-de8b-432a-9c96-7c9ea7ed2d97,Jacob Webb,CHC,P
d57c544a-1131-438c-869b-d174bba34694,Alex Cobb,FA,P
f8a8bf29-bc4f-42f7-bbfa-8b40dd83cc14,Edwin Uceta,TBR,P
0f2c3519-fd57-4c82-8d0b-06489fea985b,Cooper Criswell,NYM,P
3a282aa0-39f0-43ad-b445-08893aa96969,Spencer Turnbull,FA,P
a7a14066-190f-4a83-a36d-8d24056ac19f,Rowdy Tellez,FA,IF
931fc272-f247-4043-8a55-bc8ce7c42d57,Brad Keller,PHI,P
b51d5312-5503-44cd-af0b-b06d8324a831,Joel Payamps,ATL,P
bb044bba-79fa-4002-b68e-ba04ed89972e,Aaron Bummer,ATL,P
96fe0ccb-d1ff-4bb6-8b96-5291af5d46aa,Anthony Bender,MIA,P
9cb15638-6459-489b-bcf9-ffe395907cf7,Robert Gasser,MIL,P
1f6bc750-203e-4930-b201-096e16277495,Pedro Pages,STL,IF
c1c85a47-a342-438b-a38d-87bccd50f5df,Matt Gage,SFG,P
ce4b2d9a-18b3-48c8-a41e-a90e7bc869d6,Drew Thorpe,CHW,P
faa95d02-93af-46b7-bc23-866a29edf8d4,Bryan Baker,TBR,P
bc7b82f7-6a30-4ad9-8be8-4b5e1b0e48c9,Scott Barlow,FA,P
7dc84be2-3f2e-4ad3-b386-f101134a7589,Randal Grichuk,FA,OF
442f686c-4675-4a4b-9457-34cef469a062,Michael Massey,KCR,IF
2171c13b-40bb-4c93-87e0-5ca4757ba094,Paul Blackburn,NYY,P
31729086-bda9-4b22-8288-370d5c31aad8,Stephen Kolek,KCR,P
b537b87a-81a6-4a0e-a79b-02bf48a4caa1,Kyle Finnegan,DET,P
be80ead4-f4c9-4f8b-85c4-55f1617ff849,John Schreiber,KCR,P
d80bbc0c-b676-46c4-b21e-45f6bd805150,Elvis Alvarado,ATH,P
b38dc1a2-d489-4ef6-8dd6-f91027615190,Kody Clemens,MIN,IF
0ebe847c-73a4-4b62-a4f8-7622370e1a7f,Andrew Nardi,MIA,P
bba8d880-ca0f-407f-9589-484b6575627f,Hoby Milner,CHC,P
e9d27a2c-1b9d-47b8-be6d-1da67e1e6948,Javier Assad,CHC,P
19297bec-20d9-4798-8e17-ee3e37add23b,Andrew Kittredge,BAL,P
818e4882-3d21-4e74-932f-abac0a46b1b7,Starling Marte,FA,OF
f2a0e8f2-8b50-4510-9ad5-348ac14f3525,Zach Maxwell,CIN,P
f301a043-00e5-4926-9509-ec5a200e1d21,Adbert Alzolay,NYM,P
3b113c66-0a49-40d8-b0d9-311aed189d05,Andrew Saalfrank,ARI,P
b6a99c5a-f7a0-4fb9-8bd5-914a6f94f824,Tyler Rogers,TOR,P
c4ba83cd-44ea-4e93-bb73-f9a4e4cf3967,Joey Wentz,ATL,P
45bf144b-0107-4b01-9b44-0b1fc3b94925,Rafael Marchan,PHI,IF
5bbc5f72-dc12-4594-979f-9b81c02532d9,Kyle Hart,SDP,P
971f47b8-6658-45fd-8997-aaa29dc05e1c,Ryan Bergert,KCR,P
eb29794c-4ba2-4300-aa4e-14b6d23e31cd,Brandon Williamson,CIN,P
2acd8103-edf9-4717-9ac5-f09521a52a2b,Mason Montgomery,PIT,P
66269910-3c87-4642-bac2-fbcb51d55539,Riley O'Brien,STL,P
d9c90073-9e66-4068-83e8-68f801f0ca75,Brendon Little,TOR,P
3f8437b2-1500-4964-818b-0e66d1d7394c,Jacob Young,WSN,OF
5e5b2899-5718-436a-8288-f624024fa816,Robert Stephenson,LAA,P
82052dd5-5bda-4e18-8b14-979c7d422a06,Connor Phillips,CIN,P
f8ca0cde-f6f4-4fc0-9c4b-93680fe29b13,Chris Martin,TEX,P
b66c1cce-291f-4d44-a606-7a88597047eb,Lenyn Sosa,CHW,IF
2e0ef7e0-cd81-4acc-aa19-673f0e7d5fcc,Brady Basso,ATH,P
27d4a6f6-8f6c-4abf-9bc0-cc47d6c6b232,Kaleb Ort,HOU,P
b42b45a4-8ffc-44ec-905a-6ea1e1d26ef3,Cole Sands,MIN,P
4a783015-75a2-4589-88df-9dabcf763808,Kevin Ginkel,ARI,P
4b13a413-2134-4112-a6b5-6efb27ab1f4c,Tanner Scott,LAD,P
e4ad6357-d63b-4bd2-bec3-6dbec95063b3,Ryan Zeferjahn,LAA,P
e7f64cfb-bed1-4f26-a8dc-a9c99228e832,Grant Anderson,MIL,P
f1826c43-c704-4871-bcae-ee931719b5f0,Bennett Sousa,HOU,P
004753a4-10a2-4488-8e4f-7169c8b93c9e,Hunter Gaddis,CLE,P
aca7ccb5-f965-4007-bf71-47a0aa99d8de,Robert Hassell III,WSN,OF
fb8ce847-f23e-44f1-a0ba-3ca2562dd84e,Hogan Harris,ATH,P
19f08cc0-00d2-4293-9d19-58dbd2bbf03f,Dietrich Enns,BAL,P
225cbc39-71cd-43c1-b400-9d6f15fd37c1,Jonathan Bowlan,PHI,P
36f662b6-10eb-4f05-9a51-f6bfba194236,Caleb Thielbar,CHC,P
ded9d5dc-cf28-49fb-acd5-07bc3b9db6ba,Jovani Moran,BOS,P
296e4eb8-7bcf-47a9-8311-60a5e784f8a7,Sam Hentges,SFG,P
58a9b93d-0bbd-47ce-8a3d-244a90b07c3c,Seth Halvorsen,COL,P
75812638-789d-4ba3-b8f2-b50b31471337,Jackson Rutledge,WSN,P
7a53ae8f-5b79-44af-b196-3805670e2c36,DL Hall,MIL,P
4ca5669e-a54c-4e4b-a29f-02abe5d32105,Ryan Walker,SFG,P
1dd59cb3-2f69-4320-851a-bc9083998a38,Adrian Del Castillo,ARI,IF
a1232151-f102-4de6-8312-d961ad561185,Caleb Ferguson,CIN,P
d13ba535-85bd-4467-bd40-ad3671291cc4,Kenley Jansen,DET,P
f8d571d3-fd44-4ebb-a354-9de432138a25,Calvin Faucher,MIA,P
8ef89aff-dc2c-42e1-9833-c72d15207f9c,Isaac Mattson,PIT,P
9936f632-f0a3-44f3-a383-7dcc5dd0c3a9,Will Vest,DET,P
bc498609-6c2b-4788-b6d9-799ec526d877,Steven Wilson,TBR,P
55efc9d7-94e5-4adf-89b8-ffb9452f9ac0,Carlos Estevez,KCR,P
